title,tags
Vegas: Make It Big™,"Strategy, Simulation, Management"
FlatOut,"Combat Racing, Racing, Automobile Sim, Destruction, Driving, Multiplayer, Classic, Arcade, Singleplayer, Action, Great Soundtrack, Funny, Masterpiece, Vehicular Combat, Physics, Offroad, Difficult, Comedy"
Making History: The Calm & the Storm,"Strategy, Action, Grand Strategy, Turn-Based Strategy, World War II, Historical, Singleplayer, Multiplayer"
Ducati World Championship,"Racing, Motorbike, Simulation, Bikes"
Dreamfall: The Longest Journey,"Adventure, Female Protagonist, Story Rich, Fantasy, Third Person, Sci-fi, Singleplayer, RPG, Beautiful, Futuristic, Great Soundtrack, Atmospheric, Masterpiece, Nudity, Cyberpunk"
The Longest Journey,"Adventure, Point & Click, Story Rich, Female Protagonist, Classic, Fantasy, Masterpiece, Sci-fi, Singleplayer, Cult Classic, Great Soundtrack, Puzzle, Retro, 1990's, Funny, Remake, Futuristic, Comedy, Third Person"
Bloodline Champions,"Free to Play, Action, MOBA, Multiplayer, PvP, Massively Multiplayer, RPG, Fast-Paced, Competitive"
Joint Task Force,"Strategy, Action, RTS, Military"
Nexus - The Jupiter Incident,"Strategy, Space, Sci-fi, Simulation, Singleplayer, RTS, Indie, Atmospheric, Tactical, Classic, Multiplayer, Real Time Tactics, Moddable, Cult Classic"
Lost Planet™: Extreme Condition,"Action, Adventure, Third-Person Shooter, Mechs, Sci-fi, Shooter, Third Person, Robots, Masterpiece, Multiplayer, Atmospheric, Aliens, Singleplayer, Co-op"
Devil May Cry® 3 Special Edition,"Action, Hack and Slash, Great Soundtrack, Spectacle fighter, Stylized, Character Action Game, Classic, Singleplayer, Difficult, Masterpiece, Third Person, Adventure, Beat 'em up, Fantasy, Story Rich, Atmospheric, Demons, Comedy, Controller, Funny"
Commandos: Behind Enemy Lines,"Strategy, Stealth, World War II, Tactical, Action, Classic, RTS, Difficult, Isometric, Real Time Tactics, Military, 1990's, Singleplayer, Co-op, War, Historical"
Commandos: Beyond the Call of Duty,"Action, Strategy, Tactical, World War II, Stealth, RTS, Military, Classic, Difficult, Real Time Tactics, 1990's, Isometric, War"
Commandos 2: Men of Courage,"Strategy, Tactical, Stealth, World War II, Classic, Action, Co-op, RTS, Isometric, Real Time Tactics, Military, Multiplayer, Difficult, Old School, Masterpiece, War, Singleplayer"
Commandos 3: Destination Berlin,"Strategy, Action, Tactical, Stealth, World War II, RTS, Military, Co-op, Real Time Tactics, War"
Hitman 2: Silent Assassin,"Stealth, Action, Third Person, Singleplayer, Assassin, Classic, Shooter, Sandbox, Great Soundtrack, Old School, Difficult, FPS, Adventure, Masterpiece, Gore, First-Person, Crime, Atmospheric, Tactical, Story Rich"
Hitman: Blood Money,"Stealth, Action, Singleplayer, Assassin, Third Person, Classic, Masterpiece, Great Soundtrack, Third-Person Shooter, Cult Classic, Sandbox, Puzzle, Replay Value, Crime, Shooter, Atmospheric, Difficult, First-Person, Strategy, Dark"
Battlestations: Midway,"Action, World War II, Naval, Strategy, Naval Combat, Flight, Simulation, Multiplayer, War, Singleplayer, RTS, Historical"
Just Cause,"Action, Open World, Shooter, Third Person, Singleplayer, Adventure, Sandbox, Third-Person Shooter, Classic, Masterpiece, Multiplayer, Atmospheric, Controller, Great Soundtrack, Action RPG"
Hitman: Codename 47,"Stealth, Action, Classic, Assassin, Singleplayer, Third Person, Shooter, Difficult, Third-Person Shooter, Sandbox, Masterpiece, Atmospheric, Great Soundtrack, Adventure, Strategy, Crime"
Deus Ex: Game of the Year Edition,"Cyberpunk, RPG, Stealth, Masterpiece, Classic, FPS, Sci-fi, Cult Classic, Action, Singleplayer, Dystopian , Story Rich, Inventory Management, Immersive Sim, Great Soundtrack, First-Person, Atmospheric, Moddable, Conspiracy, Action RPG"
Deus Ex: Invisible War,"Cyberpunk, Action, FPS, RPG, Sci-fi, Stealth, Singleplayer, Immersive Sim, Transhumanism, First-Person, Female Protagonist, Dystopian , Shooter, Story Rich, Atmospheric, Classic, Illuminati, Action RPG, Conspiracy, Adventure"
Thief: Deadly Shadows,"Stealth, Action, Atmospheric, Steampunk, First-Person, Classic, Dark, Third Person, Story Rich, Horror, Singleplayer, Fantasy, Masterpiece, Adventure, Immersive Sim, Dark Fantasy, Medieval, Immersive, Open World, RPG"
Tomb Raider: Legend,"Adventure, Action, Female Protagonist, Lara Croft, Third Person, Puzzle, Platformer, Singleplayer, Action-Adventure, Shooter, Third-Person Shooter, Classic, Exploration, Controller, Atmospheric, Parkour, Modern, Story Rich, 3D Platformer"
Project: Snowblind,"Action, Shooter, FPS, First-Person, Cyberpunk, Sci-fi, Futuristic, Classic, Singleplayer"
Rogue Trooper,"Action, Third-Person Shooter, Sci-fi, Third Person, Shooter, Multiplayer, Classic, Masterpiece, Stealth"
Jade Empire™: Special Edition,"RPG, Fantasy, Story Rich, Martial Arts, Third Person, Singleplayer, Action, Action RPG, Female Protagonist, Party-Based RPG, Romance, Choices Matter, Great Soundtrack, Adventure, Atmospheric, Character Customization, Multiple Endings, Mythology, Classic, Masterpiece"
Trackmania United Forever Star Edition,"Racing, Multiplayer, Level Editor, Time Attack, Singleplayer, Arcade, Competitive, Masterpiece, Classic, Difficult, Driving"
"Runaway, A Road Adventure","Adventure, Point & Click, Mystery, Singleplayer, Puzzle, Comedy, Funny, 2D, Story Rich, Retro, Great Soundtrack, Classic, Casual"
"Runaway, The Dream of The Turtle","Adventure, Point & Click, Puzzle, Comedy, Singleplayer, Funny, 2D, Story Rich, Great Soundtrack, Retro, Classic, Casual"
Loki,"RPG, Hack and Slash, Action, Mythology, Action RPG"
Azada,"Casual, Indie, Puzzle"
X-Blades,"Action, Female Protagonist, Hack and Slash, RPG, Adventure, Anime, Nudity, Singleplayer, Fantasy, Violent, Character Action Game, Third Person, Great Soundtrack, Masterpiece"
Two Worlds II HD,"RPG, Open World, Fantasy, Third Person, Exploration, Singleplayer, Multiplayer, Action RPG, Co-op, Adventure, Crafting, Story Rich, Hack and Slash, Action, Dark Fantasy, Great Soundtrack, Magic, Inventory Management, Atmospheric, Sandbox"
Two Worlds II Castle Defense,"Strategy, Tower Defense, Fantasy, Singleplayer"
Sid Meier's Railroads!,"Strategy, Trains, Management, Economy, Simulation, Singleplayer, Multiplayer, Real-Time with Pause, Classic, Casual"
Railroad Tycoon 3,"Strategy, Management, Trains, Simulation, Real-Time with Pause, Economy, Singleplayer, Classic, Building, Sandbox"
Railroad Tycoon II Platinum,"Strategy, Management, Trains, Simulation, Singleplayer, Classic, Economy, Historical, Great Soundtrack"
X-COM: Terror From the Deep,"Strategy, Turn-Based, Sci-fi, Turn-Based Strategy, Classic, Tactical, Aliens, Underwater, Difficult, Turn-Based Tactics, Lovecraftian, Isometric, Singleplayer, Old School, Management, Horror, Base Building, Masterpiece, 1990's, Retro"
X-COM: Apocalypse,"Strategy, Turn-Based, Tactical, Sci-fi, Aliens, Real-Time with Pause, Classic, Turn-Based Strategy, Isometric, Singleplayer, Cyberpunk, Post-apocalyptic, Base Building, Retro, Atmospheric, Management, Turn-Based Tactics"
X-COM: Interceptor,"Strategy, Sci-fi, Space, Space Sim, Flight, Singleplayer, Aliens, Classic, Simulation"
X-COM: UFO Defense,"Strategy, Classic, Turn-Based Strategy, Sci-fi, Aliens, Turn-Based, Tactical, Singleplayer, Turn-Based Tactics, Difficult, Masterpiece, Isometric, Old School, Unforgiving, Base Building, Addictive, Simulation, Retro, 1990's, Atmospheric"
X-COM: Enforcer,"Strategy, Action, Shooter, Third-Person Shooter, Sci-fi, Aliens, Third Person, Singleplayer"
Men of War™,"Strategy, World War II, RTS, Tactical, Multiplayer, Military, Real Time Tactics, Realistic, War, Co-op, Action, Moddable, Simulation, Singleplayer, Historical, Masterpiece, Mod, Level Editor, Shooter, Real-Time"
Death Track®: Resurrection,"Racing, Action, Post-apocalyptic, Shooter, Arcade"
NecroVision,"Action, FPS, World War I, Zombies, Horror, Shooter, Alternate History, First-Person, Gore, Multiplayer, Vampire"
Call of Duty® 4: Modern Warfare®,"FPS, Action, Multiplayer, Shooter, First-Person, Singleplayer, Classic, Military, War, Masterpiece, PvP, Great Soundtrack, Linear, Modern, Story Rich, Co-op, Atmospheric, Moddable, Competitive, Controller"
Tomb Raider: Anniversary,"Action, Adventure, Female Protagonist, Third Person, Puzzle, Lara Croft, Platformer, Remake, Singleplayer, Classic, Action-Adventure, Dinosaurs, Third-Person Shooter, Parkour, Exploration, Shooter, Masterpiece, 3D Platformer, Multiplayer, 3D Vision"
Kane and Lynch: Dead Men™,"Action, Third-Person Shooter, Crime, Local Co-Op, Co-op, Shooter, Third Person, Story Rich, Violent, Atmospheric, Heist, Split Screen, Multiplayer, Singleplayer, Controller, Masterpiece, Adventure, Open World, Mature"
Conflict: Denied Ops,"Action, FPS, Singleplayer, Co-op"
Tomb Raider: Underworld,"Adventure, Action, Female Protagonist, Third Person, Lara Croft, Puzzle, Singleplayer, Platformer, Action-Adventure, Shooter, Exploration, Third-Person Shooter, Parkour, Atmospheric, Underwater, Classic, 3D Vision, Masterpiece, 3D Platformer, Open World"
Battlestations Pacific,"World War II, Strategy, Action, Naval, Simulation, RTS, Flight, Military, Naval Combat, Multiplayer, Singleplayer, Open World, Historical, Alternate History, War"
Just Cause 2,"Open World, Action, Sandbox, Third Person, Multiplayer, Adventure, Third-Person Shooter, Shooter, Singleplayer, Destruction, Exploration, Funny, Moddable, Co-op, Beautiful, Physics, Atmospheric, 3D Vision, Comedy, Massively Multiplayer"
Bone: Out From Boneville,"Adventure, Point & Click, Comic Book, Puzzle"
Bone: The Great Cow Race,"Adventure, Point & Click"
Telltale Texas Hold ‘Em,"Card Game, Casual, Gambling"
Strong Bad's Cool Game for Attractive People: Season 1,"Adventure, Point & Click, Comedy, Funny, Surreal, Parody , Singleplayer, Episodic"
Geometry Wars: Retro Evolved,"Arcade, Twin Stick Shooter, Casual, Retro, Bullet Hell, Singleplayer, 2D, Shoot 'Em Up, Indie, Shooter, Classic, Arena Shooter, Action, Psychedelic, Great Soundtrack, Score Attack"
EVE Online,"Space, Massively Multiplayer, Sci-fi, RPG, Sandbox, Free to Play, MMORPG, Open World, Strategy, Action, PvP, Multiplayer, Economy, Space Sim, Spaceships, Simulation, Difficult, Tactical, PvE, Capitalism"
RACE 07,"Racing, Automobile Sim, Simulation, Driving, Multiplayer, Sports, Singleplayer, Realistic, Physics"
GTR 2 FIA GT Racing Game,"Racing, Automobile Sim, Simulation, Sports, Multiplayer, Singleplayer, Driving"
Civilization IV: Beyond the Sword,"Strategy, Turn-Based Strategy, 4X, Turn-Based, Historical, Singleplayer, Multiplayer, Moddable, Grand Strategy, Masterpiece, Classic, Replay Value, Local Multiplayer, Education, Management, Simulation"
BioShock Infinite,"FPS, Story Rich, Action, Singleplayer, Steampunk, Masterpiece, Atmospheric, Shooter, First-Person, Alternate History, Beautiful, Adventure, Great Soundtrack, Dystopian , Sci-fi, Time Travel, Fantasy, Gore, Linear, RPG"
Freedom Force,"RPG, Strategy, Superhero, Real-Time with Pause, Comic Book, Singleplayer, Classic, Multiplayer, Tactical"
Freedom Force vs. the Third Reich,"RPG, Strategy, Superhero, Real-Time with Pause, Comic Book"
Sid Meier's Civilization® V,"Turn-Based Strategy, Strategy, Turn-Based, Multiplayer, Historical, 4X, Addictive, Singleplayer, Hex Grid, Grand Strategy, Replay Value, Co-op, Tactical, Economy, Diplomacy, Moddable, Masterpiece, Simulation, Classic, Great Soundtrack"
Axel & Pixel,"Indie, Point & Click, Puzzle"
Spear of Destiny,"Action, Shooter, FPS, First-Person, Classic, Retro, World War II, Singleplayer, War, 1990's, Old School, Masterpiece"
Return to Castle Wolfenstein,"FPS, Action, Classic, World War II, Supernatural, Alternate History, Shooter, Singleplayer, First-Person, Masterpiece, Atmospheric, Horror, Multiplayer, Gore, Zombies, Sci-fi, Stealth, Adventure, Great Soundtrack, Retro"
QUAKE Mission Pack 2: Dissolution of Eternity,"Action, FPS, Shooter, Classic, First-Person"
QUAKE Mission Pack 1: Scourge of Armagon,"Action, FPS, Shooter, Classic, First-Person, Horror, Sci-fi, 1990's, Singleplayer"
DOOM 3,"Action, Horror, FPS, Sci-fi, Dark, First-Person, Singleplayer, Classic, Shooter, Demons, Gore, Atmospheric, Zombies, Survival Horror, Mars, Futuristic, Moddable, Multiplayer, Masterpiece, Co-op"
HeXen II,"Action, FPS, Classic, Fantasy, Gothic, First-Person, Dark Fantasy, Retro, Shooter, Singleplayer, 1990's, RPG"
Master Levels for Doom II,"Action, FPS, Classic, Shooter, First-Person, 1990's, Retro, Singleplayer, Sci-fi, Gore, Demons, Zombies, Moddable, Great Soundtrack, Horror, Difficult, Old School, 2.5D"
Commander Keen,"Platformer, Classic, 1990's, 2D, Action, Retro, Old School, Singleplayer, Sci-fi, Family Friendly, Side Scroller, Adventure, Nostalgia, Pixel Graphics"
RAGE,"FPS, Post-apocalyptic, Action, Open World, Shooter, Singleplayer, First-Person, Racing, Co-op, Sci-fi, Multiplayer, Atmospheric, Gore, Adventure, RPG, Horror, Crafting, Survival, Online Co-Op, Linear"
"Warhammer® 40,000: Dawn of War® – Winter Assault","Strategy, Warhammer 40K, RTS, Sci-fi, Games Workshop, Base Building, Singleplayer, Real-Time, Multiplayer, Tactical, Futuristic, War, Action, Masterpiece, Classic"
Company of Heroes: Opposing Fronts,"Strategy, RTS, Action, World War II, Military, Multiplayer, Singleplayer, Tactical, War, Tanks, Base Building, Historical, Co-op, Online Co-Op"
Supreme Commander,"Strategy, RTS, Sci-fi, Multiplayer, Masterpiece, Real-Time, Real-Time with Pause, Co-op, Singleplayer, Base Building, Robots, Action, Classic, Space"
Supreme Commander: Forged Alliance,"Strategy, RTS, Sci-fi, Multiplayer, Singleplayer, Grand Strategy, Masterpiece, Base Building, Co-op, Moddable, Real-Time with Pause, Robots, Competitive, Real-Time, Action, Online Co-Op, Classic, Space, Great Soundtrack, Adventure"
"Warhammer® 40,000: Dawn of War® - Soulstorm","Warhammer 40K, Strategy, RTS, Base Building, Sci-fi, Multiplayer, Real-Time, Games Workshop, Singleplayer, Classic, Futuristic, Masterpiece, Action, Atmospheric, Great Soundtrack, Gore, Moddable, Adventure, Fantasy, Memes"
Frontlines™: Fuel of War™,"Action, FPS, Shooter, Singleplayer, Multiplayer, Co-op, Military, First-Person, Open World, War, Controller, Masterpiece"
Saints Row 2,"Open World, Action, Character Customization, Sandbox, Third-Person Shooter, Comedy, Co-op, Third Person, Crime, Singleplayer, Online Co-Op, Multiplayer, Shooter, Funny, Co-op Campaign, Replay Value, Female Protagonist, Great Soundtrack, Moddable, Adventure"
Gish,"Indie, Action, Adventure, Platformer, Physics, Local Multiplayer, 2D, Puzzle, Local Co-Op, Singleplayer, Puzzle Platformer"
Desperados 2: Cooper's Revenge,"Action, Western, Strategy, Co-op, Tactical, Online Co-Op"
Act of War: High Treason,"Action, Strategy, RTS"
Death to Spies,"Action, Adventure, Stealth, World War II, Singleplayer, Open World, Third Person, Classic"
Codename: Panzers - Cold War,"Strategy, RTS, Simulation, War, Singleplayer, Multiplayer, Tactical, Cold War, Cult Classic, Great Soundtrack, Atmospheric, Classic"
Champions Online,"Free to Play, Superhero, Massively Multiplayer, RPG, Character Customization, MMORPG, Open World, Multiplayer, Action, Third Person, Co-op, Adventure, Comic Book, Singleplayer, Action RPG, Sci-fi, Online Co-Op, PvP, FPS, Controller"
Star Trek Online,"Free to Play, Sci-fi, Massively Multiplayer, Space, RPG, MMORPG, Star Trek, Open World, Multiplayer, Action, Character Customization, Third Person, Adventure, Singleplayer, PvE, PvP, Co-op, Online Co-Op, Strategy, Tactical"
Blade Kitten,"Anime, Female Protagonist, Action, Platformer, Adventure, Singleplayer, Indie, Hack and Slash, Sci-fi, Cute, Fantasy"
Haunted House™,Adventure
Star Raiders,"Action, Space"
The UnderGarden,"Casual, Puzzle, Relaxing, Exploration"
Call of Duty: World at War,"Zombies, World War II, FPS, Multiplayer, Action, Shooter, Co-op, Moddable, First-Person, Singleplayer, War, Online Co-Op, Gore, Historical, Classic, Survival, Tanks, Great Soundtrack, Adventure, Horror"
King's Quest™ Collection,"Adventure, Point & Click, Classic, Fantasy, Retro, Pixel Graphics, 1990's, 1980s, Puzzle, Singleplayer, Masterpiece, Female Protagonist, Old School"
Space Quest™ Collection,"Adventure, Point & Click, Classic, Comedy, Retro, Space, 1990's, Futuristic, Robots, Epic, Replay Value, Survival, 2D, Singleplayer, Remake, Story Rich, Cult Classic, Funny"
Aces of the Galaxy™,"Action, Casual, Space, On-Rails Shooter"
TimeShift™,"Action, FPS, Time Manipulation, Sci-fi, Masterpiece, First-Person, Shooter, Singleplayer, Atmospheric, Bullet Time, Multiplayer, Classic, Time Travel, Futuristic, Gore, Alternate History"
3D Ultra™ Minigolf Adventures,"Sports, Mini Golf, Golf, Local Multiplayer, Singleplayer"
Prototype™,"Action, Open World, Adventure, Gore, Singleplayer, Third Person, Parkour, Superhero, Violent, Zombies, Hack and Slash, Action-Adventure, Sci-fi, Sandbox, Story Rich, Stealth, RPG, Atmospheric, Controller, Horror"
Call of Duty®: Modern Warfare® 2,"Action, FPS, Multiplayer, Shooter, First-Person, Singleplayer, War, Military, Co-op, Online Co-Op, PvP, Masterpiece, Great Soundtrack, Story Rich, Atmospheric, Adventure, Tactical, Linear, Strategy, Moddable"
Postal III,"Action, Gore, Dark Humor, Violent, Open World, Funny, Third-Person Shooter, Third Person, Shooter, Singleplayer, Comedy, Mature, Sandbox, Nudity, Adventure, FPS, Great Soundtrack, Masterpiece, Indie, Multiplayer"
Dead Mountaineer's Hotel,"Adventure, Point & Click"
A Stroke of Fate: Operation Valkyrie,"Adventure, Point & Click, World War II"
PT Boats: Knights of the Sea,"Simulation, Naval"
PT Boats: South Gambit,"Simulation, Naval, World War II"
Disciples III: Reincarnation,"RPG, Strategy, Turn-Based Strategy, Turn-Based, Fantasy, Dark Fantasy, Multiplayer, Singleplayer, Gothic, Masterpiece, Atmospheric"
The Club™,"Action, Third-Person Shooter, Arcade"
Total War: EMPIRE – Definitive Edition,"Strategy, Historical, Military, Grand Strategy, Turn-Based Strategy, War, Tactical, RTS, Multiplayer, Singleplayer, Turn-Based, Naval, America, Great Soundtrack, Real Time Tactics, Action, Turn-Based Tactics, Atmospheric, Classic, Adventure"
Aliens vs. Predator™,"Action, FPS, Aliens, Sci-fi, Horror, Multiplayer, Shooter, Singleplayer, Gore, First-Person, Stealth, Atmospheric, Survival, Co-op, Blood, Survival Horror, Hunting, Adventure, Online Co-Op, Strategy"
TrackMania Nations Forever,"Racing, Free to Play, Multiplayer, Automobile Sim, Singleplayer, Level Editor, Arcade, Simulation, Competitive, Massively Multiplayer, Controller, Action, Sports, Difficult, Sandbox, Casual, Adventure, First-Person, Co-op, Open World"
Sherlock Holmes - Nemesis,"Adventure, RPG, Detective, Point & Click, Puzzle, Mystery, Investigation, First-Person"
Dracula Origin,"Adventure, Casual, Vampire, Point & Click, Puzzle, Indie, Story Rich, Hidden Object, 2.5D"
